field1,COUNT,Star,Year,University,POS
2376,8,3 Star,2021,Utah,DEFENSE
2377,11,3 Star,2021,Utah,OFFENSE
2378,2,3 Star,2021,Utah,SPECIAL
2379,4,4 Star,2021,Utah,DEFENSE
2380,2,4 Star,2021,Utah,OFFENSE
2397,3,2 Star,2021,Utah St.,OFFENSE
2398,1,2 Star,2021,Utah St.,SPECIAL
2399,10,3 Star,2021,Utah St.,DEFENSE
2400,4,3 Star,2021,Utah St.,OFFENSE
2401,2,3 Star,2021,Utah St.,SPECIAL
2418,12,3 Star,2021,Vanderbilt,DEFENSE
2419,12,3 Star,2021,Vanderbilt,OFFENSE
2420,2,3 Star,2021,Vanderbilt,SPECIAL
2421,1,4 Star,2021,Vanderbilt,DEFENSE
2435,1,2 Star,2021,Virginia,DEFENSE
2436,9,3 Star,2021,Virginia,DEFENSE
2437,13,3 Star,2021,Virginia,OFFENSE
2438,5,3 Star,2021,Virginia,SPECIAL
2439,2,4 Star,2021,Virginia,DEFENSE
2440,1,4 Star,2021,Virginia,OFFENSE
2457,1,2 Star,2021,Virginia Tech,SPECIAL
2458,14,3 Star,2021,Virginia Tech,DEFENSE
2459,15,3 Star,2021,Virginia Tech,OFFENSE
2460,4,3 Star,2021,Virginia Tech,SPECIAL
2475,1,2 Star,2021,Wake Forest,OFFENSE
2476,10,3 Star,2021,Wake Forest,DEFENSE
2477,13,3 Star,2021,Wake Forest,OFFENSE
2478,1,3 Star,2021,Wake Forest,SPECIAL
2500,9,3 Star,2021,Washington,DEFENSE
2501,5,3 Star,2021,Washington,OFFENSE
2502,1,3 Star,2021,Washington,SPECIAL
2503,3,4 Star,2021,Washington,OFFENSE
2504,2,4 Star,2021,Washington,SPECIAL
2505,1,5 Star,2021,Washington,OFFENSE
2521,14,3 Star,2021,Washington St.,DEFENSE
2522,11,3 Star,2021,Washington St.,OFFENSE
2523,1,3 Star,2021,Washington St.,SPECIAL
2539,9,3 Star,2021,West Virginia,DEFENSE
2540,7,3 Star,2021,West Virginia,OFFENSE
2541,4,4 Star,2021,West Virginia,OFFENSE
2560,8,2 Star,2021,Western Ky.,OFFENSE
2561,7,3 Star,2021,Western Ky.,DEFENSE
2562,7,3 Star,2021,Western Ky.,OFFENSE
2563,1,4 Star,2021,Western Ky.,DEFENSE
2578,1,2 Star,2021,Western Mich.,DEFENSE
2579,5,3 Star,2021,Western Mich.,DEFENSE
2580,10,3 Star,2021,Western Mich.,OFFENSE
2581,4,3 Star,2021,Western Mich.,SPECIAL
2599,9,3 Star,2021,Wisconsin,DEFENSE
2600,7,3 Star,2021,Wisconsin,OFFENSE
2601,1,3 Star,2021,Wisconsin,SPECIAL
2602,3,4 Star,2021,Wisconsin,DEFENSE
2603,2,4 Star,2021,Wisconsin,OFFENSE
2604,1,5 Star,2021,Wisconsin,OFFENSE
2623,1,2 Star,2021,Wyoming,DEFENSE
2624,8,3 Star,2021,Wyoming,DEFENSE
2625,6,3 Star,2021,Wyoming,OFFENSE
2626,4,3 Star,2021,Wyoming,SPECIAL
